Rooms,Type,Price,Method,Regionname,Bathroom,Car,Landsize,Distance,Bedroom
2,u,704000,S,Eastern Metropolitan,1,1,587,18.9,4
4,h,1950000,SP,Eastern Metropolitan,2,1,388,16.1,3
3,t,1157000,S,South-Eastern Metropolitan,1,2,543,22.0,4
3,u,872000,S,South-Eastern Metropolitan,1,2,686,27.4,3
2,t,522000,S,South-Eastern Metropolitan,2,2,575,27.7,3
5,h,2245000,S,Southern Metropolitan,1,1,710,18.3,3
3,h,2100000,VB,Southern Metropolitan,2,2,1080,9.4,4
2,u,560000,PI,Southern Metropolitan,1,2,692,23.5,3
3,h,2235000,S,Southern Metropolitan,2,2,0,20.1,2
2,u,670000,S,Southern Metropolitan,2,1,316,15.1,2
2,u,635000,S,Southern Metropolitan,1,1,582,27.2,3
3,h,1165000,S,Eastern Metropolitan,0,0,456,21.6,3
4,h,1135000,S,Eastern Metropolitan,2,2,598,20.4,2
3,h,1250000,S,Eastern Metropolitan,2,2,605,11.2,4
2,u,723000,S,Southern Metropolitan,1,1,0,17.9,3
4,h,1920000,VB,Southern Metropolitan,2,1,283,29.4,2
2,t,1078000,S,Southern Metropolitan,2,2,365,21.1,3
3,t,1300000,PI,Southern Metropolitan,1,1,764,16.4,4
3,h,2450000,VB,Southern Metropolitan,2,3,629,12.9,4
3,h,600000,S,Northern Metropolitan,2,2,194,17.6,3
2,u,452000,SP,Northern Metropolitan,4,2,363,18.9,3
3,h,600000,S,Northern Metropolitan,2,1,281,23.2,7
5,h,670000,S,Northern Metropolitan,1,6,542,16.2,3
3,h,1725000,S,Western Metropolitan,1,1,0,21.0,2
2,u,468000,S,Western Metropolitan,2,2,620,15.6,3
3,h,1570000,S,Western Metropolitan,1,1,640,21.1,3
4,h,1500000,SP,Western Metropolitan,1,2,684,21.3,3
3,t,672500,S,Western Metropolitan,1,1,725,17.2,3
3,u,818000,S,Western Metropolitan,1,2,724,21.9,4
5,h,1556000,S,Western Metropolitan,1,1,197,20.8,2
2,u,650000,SP,Western Metropolitan,1,3,676,17.7,2
2,u,615000,SP,Western Metropolitan,1,2,741,19.8,3
1,u,360000,VB,Northern Metropolitan,1,2,318,18.2,3
3,h,750000,S,Northern Metropolitan,1,1,598,20.4,3
3,h,750000,S,Northern Metropolitan,1,1,194,19.2,4
3,h,740000,PI,Northern Metropolitan,1,1,0,19.2,3
3,h,600000,VB,Northern Metropolitan,2,2,208,15.2,3
2,u,785000,S,Northern Metropolitan,1,1,687,20.5,4
3,h,1595000,S,Northern Metropolitan,1,1,0,16.7,3
3,h,2625000,S,Northern Metropolitan,2,2,643,13.9,3
4,h,1780000,S,Northern Metropolitan,2,2,258,21.5,3
2,h,2002000,S,Northern Metropolitan,1,2,406,16.3,2
4,h,1850000,S,Northern Metropolitan,1,2,625,16.8,3
2,h,992000,S,Northern Metropolitan,1,2,596,21.9,3
3,h,1125000,S,Northern Metropolitan,1,2,233,13.0,2
2,u,408000,S,Western Metropolitan,2,2,261,20.4,4
2,h,900000,S,Western Metropolitan,2,2,209,21.0,4
1,u,343000,SP,Western Metropolitan,2,1,300,21.5,3
3,h,880000,S,Eastern Metropolitan,1,1,598,16.5,4
3,h,654000,S,South-Eastern Metropolitan,2,1,185,18.6,2
3,h,513500,S,Northern Victoria,2,1,209,22.3,4
4,h,615000,SP,Western Metropolitan,2,3,625,21.3,2
3,t,2225000,S,Southern Metropolitan,2,2,395,14.0,4
2,u,480000,VB,Southern Metropolitan,1,1,643,20.5,3
4,h,3845000,S,Southern Metropolitan,2,2,610,15.7,4
3,h,1640000,S,Southern Metropolitan,1,1,593,18.7,2
4,t,2435000,SP,Eastern Metropolitan,2,2,592,19.1,3
4,h,1260000,SP,Eastern Metropolitan,1,2,750,19.5,3
3,u,1450000,S,Eastern Metropolitan,2,2,697,24.6,3
2,h,725000,S,Northern Metropolitan,1,1,0,16.4,3
4,h,772000,S,Northern Metropolitan,1,1,195,25.4,4
4,h,950000,SP,Northern Metropolitan,2,2,206,12.6,3
3,h,810000,S,Northern Metropolitan,2,2,651,14.4,3
3,u,850000,SP,Northern Metropolitan,1,2,171,24.8,3
4,h,890000,S,Northern Metropolitan,2,3,729,14.0,3
6,h,968000,S,Northern Metropolitan,3,4,1044,19.0,4
3,h,755000,S,Northern Metropolitan,3,2,860,23.9,4
3,h,805000,S,Northern Metropolitan,2,2,458,16.8,3
3,t,516000,S,Northern Metropolitan,1,2,550,18.9,3
4,h,818000,S,Northern Metropolitan,1,0,741,15.2,4
4,h,640000,S,Northern Metropolitan,1,1,774,23.5,3
4,h,720000,S,Northern Metropolitan,1,2,384,17.4,3
4,h,787000,S,Northern Metropolitan,1,2,715,29.6,2
3,h,1060000,S,Northern Metropolitan,1,1,590,26.4,2
4,h,1825000,PI,Southern Metropolitan,2,1,0,19.2,3
4,h,2450000,VB,Southern Metropolitan,1,1,702,17.2,3
2,t,700000,VB,Southern Metropolitan,2,1,150,15.4,3
2,u,560000,VB,Southern Metropolitan,1,1,155,17.2,5
3,h,1500000,S,Southern Metropolitan,2,3,669,20.8,3
5,h,5700000,VB,Southern Metropolitan,1,2,188,14.6,2
4,h,2350000,VB,Southern Metropolitan,1,1,29,15.9,4
1,u,600000,VB,Southern Metropolitan,1,2,763,15.6,4
2,h,1570000,S,Southern Metropolitan,1,1,151,22.9,3
2,t,679000,PI,Southern Metropolitan,2,2,620,16.3,2
3,h,790000,VB,South-Eastern Metropolitan,2,0,585,22.4,3
4,h,1540000,S,Eastern Metropolitan,1,2,228,19.8,4
2,h,910000,S,Eastern Metropolitan,1,1,755,21.0,4
3,h,1160000,S,Eastern Metropolitan,2,2,590,18.8,4
4,t,1550000,PI,Southern Metropolitan,2,2,621,22.1,2
3,u,540000,S,Western Metropolitan,1,2,662,23.3,4
5,h,740000,S,Western Metropolitan,1,1,492,16.5,3
3,h,620000,SP,Western Metropolitan,2,1,238,20.3,2
4,h,570000,S,Western Metropolitan,1,1,153,24.5,3
3,h,691000,S,Western Metropolitan,2,1,86,16.8,5
3,h,538000,S,Western Metropolitan,1,1,0,18.9,3
5,h,645000,S,Western Metropolitan,2,2,973,21.5,4
3,h,630000,PI,Western Metropolitan,2,4,700,17.3,3
3,h,531000,SP,Western Metropolitan,1,1,566,24.0,2
4,h,600500,S,Western Metropolitan,1,1,220,11.6,2
3,h,1262000,S,Eastern Metropolitan,2,1,327,22.5,5
4,h,1950000,S,Eastern Metropolitan,1,0,580,19.4,4
3,h,815000,SP,Eastern Metropolitan,2,1,216,21.3,4
4,h,2579500,S,Eastern Metropolitan,2,2,606,29.0,6
4,h,1930000,VB,Eastern Metropolitan,1,1,471,14.9,4
4,h,600000,S,Northern Metropolitan,1,3,559,13.6,2
4,h,800000,SP,Western Metropolitan,2,2,393,23.1,3
6,h,889000,S,Western Metropolitan,2,2,544,24.8,3
3,h,1011000,S,Western Metropolitan,1,2,551,21.6,3
2,u,550000,VB,Western Metropolitan,2,2,631,19.2,5
3,h,780000,S,Western Metropolitan,1,2,667,20.1,3
2,u,502000,SP,Northern Metropolitan,1,2,629,23.0,4
4,h,2280000,PI,Southern Metropolitan,1,1,621,21.6,2
4,h,2325000,S,Southern Metropolitan,2,1,283,29.9,4
2,u,617000,S,Southern Metropolitan,1,1,599,14.6,2
2,t,1135000,SP,Southern Metropolitan,2,1,198,23.6,2
4,h,2695000,S,Southern Metropolitan,2,2,599,22.2,3
3,h,725000,S,Northern Metropolitan,1,2,587,21.8,2
2,h,930000,SP,Western Metropolitan,1,1,658,18.0,3
4,h,565000,SP,Northern Victoria,1,1,115,16.7,2
5,h,690000,VB,Eastern Victoria,2,2,4931,19.1,2
3,h,540000,VB,Western Metropolitan,1,1,158,12.0,1
3,h,450000,VB,Western Metropolitan,1,1,565,14.9,5
3,h,857500,S,Eastern Metropolitan,2,1,566,11.3,2
1,t,530000,SP,Eastern Metropolitan,2,1,531,20.1,3
2,u,615500,SP,Northern Metropolitan,2,2,663,20.7,4
4,h,856000,PI,Northern Metropolitan,3,2,683,25.7,2
3,h,730000,VB,Northern Metropolitan,1,2,366,24.7,3
3,h,800000,VB,Northern Metropolitan,1,1,318,19.6,4
5,h,1100000,S,Northern Metropolitan,2,2,436,23.8,4
2,t,622000,PI,Western Metropolitan,3,2,836,15.5,3
3,h,818888,SP,Western Metropolitan,3,2,845,23.4,3
1,u,438000,S,Southern Metropolitan,2,2,0,22.1,4
4,h,3800000,VB,Southern Metropolitan,2,2,525,13.6,2
2,u,670000,PI,Southern Metropolitan,3,2,742,31.6,2
4,t,1400000,VB,Southern Metropolitan,3,2,745,19.0,3
5,h,2260000,S,Southern Metropolitan,1,2,432,7.0,3
2,h,1455000,S,Southern Metropolitan,2,2,654,19.1,3
4,h,3680000,S,Southern Metropolitan,2,1,244,23.3,0
2,h,1151000,S,Southern Metropolitan,3,1,487,28.8,4
6,h,4700000,S,Southern Metropolitan,2,2,329,18.0,4
2,t,700000,VB,Southern Metropolitan,2,2,411,11.2,3
4,h,2100000,VB,Southern Metropolitan,2,2,925,21.3,3
3,h,1700000,PI,Southern Metropolitan,2,2,450,10.7,3
4,h,1275000,PI,Western Metropolitan,1,2,732,26.3,3
3,h,490000,PI,Northern Metropolitan,1,2,180,18.9,4
4,h,1270000,SP,South-Eastern Metropolitan,2,3,615,28.4,3
3,h,606000,S,Northern Metropolitan,2,2,993,15.8,5
3,h,641000,S,Northern Metropolitan,2,3,588,17.9,3
4,h,3150000,VB,Southern Metropolitan,0,0,0,17.4,2
3,h,530500,S,Northern Metropolitan,1,2,176,14.0,3
4,h,775000,SP,Northern Metropolitan,3,1,509,15.0,3
3,h,722000,S,Northern Metropolitan,1,2,232,16.8,3
2,u,535500,S,Northern Metropolitan,2,1,550,14.1,3
3,h,615000,S,Northern Metropolitan,2,2,710,10.2,3
4,h,800000,S,Northern Metropolitan,1,2,0,18.5,2
2,t,458000,S,Northern Metropolitan,2,2,702,14.9,3
3,h,2320000,S,Eastern Metropolitan,2,4,696,19.6,4
4,h,2550000,SP,Eastern Metropolitan,2,2,0,13.5,3
2,u,776000,S,Eastern Metropolitan,2,2,295,24.8,2
1,u,475000,SP,Eastern Metropolitan,2,1,0,18.4,1
4,t,1760000,PI,Eastern Metropolitan,1,1,611,9.8,3
3,h,700000,VB,Eastern Metropolitan,3,2,600,15.6,3
4,h,926000,S,Eastern Metropolitan,2,2,345,15.1,4
3,h,620000,PI,Eastern Metropolitan,2,0,116,27.4,0
4,h,2025000,PI,Western Metropolitan,4,2,1470,19.7,4
3,h,970000,VB,Western Metropolitan,1,1,742,19.9,2
3,h,1250000,VB,Western Metropolitan,1,1,0,18.1,3
3,t,742500,S,Southern Metropolitan,2,2,326,19.2,3
3,h,620000,S,Eastern Victoria,2,2,835,15.6,4
2,u,570000,S,South-Eastern Metropolitan,1,1,0,22.7,4
5,h,1300000,S,South-Eastern Metropolitan,2,2,570,27.7,4
3,h,1050000,VB,Eastern Metropolitan,2,2,0,17.3,4
3,u,1110000,S,Eastern Metropolitan,2,2,332,26.9,2
3,h,1330000,S,Eastern Metropolitan,2,2,655,20.4,3
4,t,1300000,VB,Eastern Metropolitan,3,6,454,20.7,3
3,h,1280000,S,South-Eastern Metropolitan,1,2,714,23.3,3
3,h,880000,SP,South-Eastern Metropolitan,3,3,596,22.9,3
3,t,885000,S,Southern Metropolitan,2,2,328,22.3,3
3,h,793000,S,Southern Metropolitan,2,2,0,26.9,3
2,h,1110000,S,Western Metropolitan,2,2,664,13.5,3
4,h,1465000,S,Western Metropolitan,3,2,996,9.5,3
4,h,1500000,PI,Western Metropolitan,1,2,0,19.5,3
4,h,1420000,VB,Western Metropolitan,1,2,318,20.7,3
2,h,1275000,SP,Western Metropolitan,2,2,0,15.7,3
2,u,535000,SP,South-Eastern Metropolitan,3,2,0,16.3,3
2,u,691000,S,Northern Metropolitan,3,2,1073,24.4,2
2,u,620000,SP,Northern Metropolitan,2,1,404,18.3,3
2,u,560000,S,Northern Metropolitan,2,2,404,20.6,3
4,h,2450000,S,Northern Metropolitan,1,2,462,21.3,3
3,h,1680000,S,Northern Metropolitan,2,2,275,10.5,4
2,h,1235000,SP,Northern Metropolitan,3,4,509,12.6,2
2,u,682000,S,Northern Metropolitan,3,2,895,18.6,2
2,u,640000,S,Northern Metropolitan,2,1,118,13.6,3
2,u,620500,S,Eastern Metropolitan,2,2,323,19.3,2
3,h,836000,S,Eastern Metropolitan,3,2,565,16.9,4
3,h,1775000,PI,Southern Metropolitan,1,1,0,24.2,4
4,h,1325000,PI,Southern Metropolitan,2,2,667,19.9,3
3,t,908000,S,Southern Metropolitan,3,2,0,16.1,3
3,h,2560000,S,Southern Metropolitan,1,1,131,20.0,3
3,h,1370000,S,South-Eastern Metropolitan,1,1,122,23.8,3
3,u,1660000,S,Northern Metropolitan,2,2,547,22.6,4
4,t,810000,VB,Northern Metropolitan,2,2,347,22.0,2
3,t,770000,S,Northern Metropolitan,2,1,359,23.5,3
3,t,755000,PI,Northern Metropolitan,1,2,426,15.7,3
3,h,850000,VB,Northern Metropolitan,1,1,380,19.9,3
3,h,1180000,S,Northern Metropolitan,6,2,685,25.0,3
3,h,1170000,S,Northern Metropolitan,2,2,483,9.6,3
4,h,660000,PI,Western Metropolitan,3,2,482,24.4,4
4,h,677500,SP,Western Metropolitan,1,1,107,17.8,4
4,h,839000,S,Western Metropolitan,2,4,569,20.8,2
3,h,656500,S,Western Metropolitan,1,1,0,17.0,4
2,u,2030000,S,Southern Metropolitan,2,2,309,16.5,3
2,u,691000,S,Southern Metropolitan,3,4,1572,19.9,3
2,u,830000,S,Southern Metropolitan,1,3,1208,20.8,4
1,u,560000,PI,Southern Metropolitan,2,2,0,19.0,3
1,u,445000,S,Southern Metropolitan,1,1,0,22.8,3
2,u,890000,S,Southern Metropolitan,2,2,842,21.3,5
3,h,2610000,SP,Southern Metropolitan,1,1,623,16.4,4
3,h,1265000,S,Northern Metropolitan,2,1,333,13.0,2
2,u,753000,S,Northern Metropolitan,1,1,0,17.9,4
3,h,933000,S,Northern Metropolitan,1,1,106,18.0,3
3,u,770000,S,Northern Metropolitan,1,2,411,19.8,3
3,h,1060000,S,Northern Metropolitan,2,2,484,28.1,4
2,h,1150000,S,Northern Metropolitan,2,0,0,20.7,3
2,u,610000,VB,Northern Metropolitan,2,1,0,22.7,2
3,h,750000,VB,Northern Metropolitan,2,2,589,17.1,3
3,h,950000,PI,Northern Metropolitan,2,2,600,22.4,3
3,h,1015000,PI,Northern Metropolitan,2,2,471,22.0,3
2,h,850000,SP,Northern Metropolitan,2,2,201,23.0,4
3,h,950000,VB,Northern Metropolitan,2,2,470,13.9,4
2,u,495000,S,Northern Metropolitan,1,2,125,22.2,3
3,h,980000,PI,Northern Metropolitan,4,2,578,12.8,3
3,h,840000,SP,Northern Metropolitan,2,2,749,19.5,3
2,t,480000,VB,Northern Metropolitan,2,2,575,15.3,4
2,u,480000,VB,Northern Metropolitan,2,2,432,17.6,4
3,u,590000,VB,Northern Metropolitan,1,2,423,21.5,4
3,h,990000,S,Northern Metropolitan,1,2,0,21.0,4
3,h,795000,S,Northern Metropolitan,1,2,0,24.3,4
2,h,555000,SP,Northern Metropolitan,2,2,848,27.0,3
4,h,850000,PI,Northern Metropolitan,1,1,0,18.4,3
2,h,1070000,S,Northern Metropolitan,3,5,437,19.6,2
3,h,610000,VB,Northern Metropolitan,1,1,70,18.7,5
3,u,695000,SP,Northern Metropolitan,2,2,230,11.8,3
3,h,660000,VB,Northern Metropolitan,1,1,659,17.0,4
3,h,1405000,S,Northern Metropolitan,2,2,231,23.2,3
2,u,520000,PI,Northern Metropolitan,2,2,576,20.9,3
2,u,600000,VB,Northern Metropolitan,4,2,586,21.8,3
3,h,1180000,S,Northern Metropolitan,2,2,687,18.6,3
2,u,570000,S,Northern Metropolitan,3,2,584,21.0,3
3,u,850000,SP,Northern Metropolitan,1,1,617,24.7,3
2,u,700000,PI,Northern Metropolitan,2,2,495,19.7,3
4,h,1421000,S,Eastern Metropolitan,1,2,695,22.7,3
3,t,815000,S,Eastern Metropolitan,2,1,280,19.1,4
2,u,513000,PI,Eastern Metropolitan,2,2,1045,15.6,3
3,h,902000,S,Eastern Metropolitan,2,2,279,20.5,3
4,h,980000,S,Eastern Metropolitan,3,2,606,13.7,3
3,h,1040000,VB,Eastern Metropolitan,2,1,549,23.6,2
3,h,1000000,PI,Eastern Metropolitan,2,2,682,26.1,3
3,h,1001000,S,Eastern Metropolitan,3,2,716,19.4,4
2,u,740500,S,Eastern Metropolitan,2,2,617,23.0,0
5,h,933000,S,South-Eastern Metropolitan,2,2,904,15.6,4
3,h,711000,S,South-Eastern Metropolitan,1,1,329,18.4,4
2,h,510000,SP,South-Eastern Metropolitan,2,2,702,18.1,4
2,h,1067000,S,Western Metropolitan,2,2,674,17.9,2
3,h,1365000,SA,Southern Metropolitan,1,3,305,16.5,3
2,h,1450000,S,Southern Metropolitan,2,2,654,23.8,3
4,h,1880000,S,Southern Metropolitan,2,2,391,23.1,3
4,h,710000,SP,Northern Metropolitan,1,1,649,13.7,3
4,h,2910000,PI,Southern Metropolitan,2,3,593,15.8,3
2,u,572500,S,Southern Metropolitan,1,1,247,21.3,3
2,u,940000,S,Southern Metropolitan,2,2,0,18.5,3
1,u,436000,S,Southern Metropolitan,2,2,597,23.0,3
2,u,820000,S,Southern Metropolitan,3,2,574,15.6,4
3,h,1595000,S,Southern Metropolitan,3,2,594,8.1,3
1,u,1317500,S,Southern Metropolitan,2,1,994,22.5,3
2,u,717000,S,Southern Metropolitan,3,4,824,19.5,1
3,t,685000,S,South-Eastern Metropolitan,2,2,312,13.0,4
3,h,808000,S,Western Metropolitan,2,2,686,25.7,3
3,u,500000,PI,Western Metropolitan,2,2,493,20.2,4
3,h,580000,S,Western Metropolitan,2,2,315,17.8,4
4,h,933000,SP,Eastern Metropolitan,2,2,687,16.9,2
2,u,557000,S,Southern Metropolitan,1,3,613,28.3,3
1,u,340000,VB,Southern Metropolitan,2,3,619,20.8,3
2,u,470000,SP,Southern Metropolitan,3,2,652,12.9,3
2,u,560000,PI,Southern Metropolitan,2,2,616,14.9,3
2,u,700000,PI,Southern Metropolitan,2,5,775,27.0,2
2,h,1550000,S,Western Metropolitan,2,2,196,21.1,3
3,h,1500000,S,Western Metropolitan,1,1,112,14.1,2
4,h,1200000,S,Western Metropolitan,2,2,697,14.2,3
3,h,1550000,S,Western Metropolitan,4,2,640,26.5,3
3,h,469000,S,Western Metropolitan,4,2,589,17.9,2
3,h,391000,PI,Western Metropolitan,3,2,481,15.2,3
4,h,456000,S,Western Metropolitan,4,2,601,28.7,2
4,h,725000,SP,Western Metropolitan,2,1,786,17.4,4
4,h,950000,S,Western Metropolitan,2,2,999,16.5,5
3,h,850000,S,Western Metropolitan,2,2,597,23.1,3
3,h,1050000,VB,Western Metropolitan,3,2,302,17.8,3
3,h,750000,VB,Western Metropolitan,1,2,564,19.6,3
3,h,856000,S,Western Metropolitan,2,2,182,21.8,3
3,t,670000,VB,Western Metropolitan,3,2,634,23.6,3
3,h,821000,S,Western Metropolitan,3,4,708,21.8,3
4,h,786000,S,Western Metropolitan,1,1,490,11.5,3
3,h,870500,S,Western Metropolitan,1,2,661,14.5,3
3,h,600000,PI,Western Metropolitan,5,3,1561,13.7,3
3,h,690000,VB,Western Metropolitan,2,2,304,19.3,3
3,h,770000,SP,Western Metropolitan,1,1,1000,25.1,3
2,u,755500,S,Southern Metropolitan,2,2,654,22.7,3
2,u,855000,S,Southern Metropolitan,2,2,416,14.6,4
4,h,742000,S,Western Metropolitan,2,2,773,25.9,3
5,h,2008000,S,Eastern Metropolitan,3,2,915,19.1,3
4,h,1050000,SP,Eastern Metropolitan,2,0,645,15.8,4
4,h,1255000,S,Eastern Metropolitan,2,2,615,26.7,3
5,h,2102000,S,Eastern Metropolitan,3,2,598,21.0,3
3,h,1080000,S,Eastern Metropolitan,2,1,603,17.9,5
4,h,1265000,S,Eastern Metropolitan,1,2,347,22.1,4
1,u,370000,S,Northern Metropolitan,2,4,678,22.0,2
2,h,970000,S,Northern Metropolitan,3,2,551,21.5,2
1,u,305000,S,Northern Metropolitan,1,2,189,27.7,3
2,h,1080000,PI,Northern Metropolitan,1,2,604,16.5,3
3,h,1430000,S,Northern Metropolitan,3,2,601,23.2,4
3,h,1140000,S,Northern Metropolitan,3,3,669,16.9,2
3,h,1405000,PI,Northern Metropolitan,2,4,678,16.0,2
2,t,925000,SP,Northern Metropolitan,2,3,0,15.0,2
2,u,700000,VB,Southern Metropolitan,1,1,395,13.2,4
1,u,560000,S,Southern Metropolitan,1,2,631,25.3,3
4,h,1305000,S,Eastern Metropolitan,1,2,157,14.3,3
4,h,1150000,PI,Eastern Victoria,2,3,975,22.5,3
4,h,750000,S,Northern Metropolitan,2,3,255,12.8,3
4,h,952000,S,Northern Metropolitan,3,2,630,20.2,5
3,h,470000,PI,Western Metropolitan,2,2,486,20.9,9
3,h,595000,S,Western Metropolitan,2,2,236,18.3,3
3,h,545000,S,Western Metropolitan,3,2,614,19.5,3
3,h,454000,SP,Western Metropolitan,3,2,798,23.1,3
3,h,470000,S,Western Metropolitan,2,2,0,20.4,1
3,h,910000,PI,Western Metropolitan,2,2,604,21.8,3
1,u,260000,SP,Western Metropolitan,2,2,331,13.3,4
3,h,1020000,PI,Western Metropolitan,2,4,506,19.7,3
4,h,1100000,S,Northern Metropolitan,2,2,676,14.2,2
3,h,850000,PI,South-Eastern Metropolitan,2,2,297,14.3,4
4,h,1200000,PI,South-Eastern Metropolitan,2,4,618,28.9,3
3,h,1290000,SP,Western Metropolitan,2,1,360,15.7,3
5,h,2720000,S,Western Metropolitan,1,1,166,16.5,3
3,h,1295000,PI,Western Metropolitan,2,2,496,22.6,3
2,h,980000,PI,Western Metropolitan,3,2,302,20.1,4
3,h,1075000,SP,Western Metropolitan,2,2,700,19.8,3
4,h,2400000,SP,Western Metropolitan,3,2,650,9.6,4
4,h,1350000,VB,Southern Metropolitan,3,2,517,18.4,3
2,t,1700000,VB,Southern Metropolitan,2,2,324,20.2,3
4,h,600000,S,Northern Metropolitan,1,3,784,11.4,4
3,h,455000,S,Western Metropolitan,1,2,590,27.2,4
4,h,550000,S,Western Metropolitan,1,1,74,22.1,2
4,h,816000,S,Northern Metropolitan,2,2,315,12.7,1
4,h,1850000,PI,Western Metropolitan,1,1,424,18.2,2
3,h,890000,PI,Western Metropolitan,2,1,371,10.7,3
2,u,507000,S,Western Metropolitan,1,1,94,17.3,3
3,h,1250000,S,Western Metropolitan,1,1,171,20.9,2
3,u,905000,S,Western Metropolitan,2,4,316,16.8,2
4,h,1026000,S,Western Metropolitan,3,2,596,21.1,4
3,u,850000,S,Western Metropolitan,4,4,509,16.6,4
2,h,1380000,S,Southern Metropolitan,1,2,660,17.9,3
3,h,2120000,S,Southern Metropolitan,2,2,679,25.9,2
3,h,787000,S,Western Metropolitan,2,2,297,15.9,3
4,h,2220000,S,Northern Metropolitan,1,2,656,15.9,4
2,u,540000,SP,Western Metropolitan,1,1,227,21.4,5
2,u,415000,S,Western Metropolitan,2,1,227,19.2,4
3,h,585000,S,Western Metropolitan,2,2,757,16.1,3
2,u,700500,S,Southern Metropolitan,3,1,618,22.6,4
4,h,4100000,S,Southern Metropolitan,2,2,247,13.4,3
3,h,1500000,PI,Western Metropolitan,1,1,1233,17.8,2
4,t,1655000,S,Southern Metropolitan,1,1,267,22.9,3
4,h,1800000,S,Southern Metropolitan,1,2,0,17.8,2
2,h,1880000,SP,Southern Metropolitan,1,0,225,23.5,5
4,h,2405000,S,Southern Metropolitan,3,1,238,15.5,4
3,h,1850000,PI,Southern Metropolitan,3,1,365,28.2,3
1,u,290000,S,Southern Metropolitan,2,3,851,22.7,2
3,t,1810000,S,Southern Metropolitan,1,2,264,20.6,3
3,t,950000,PI,Southern Metropolitan,1,1,0,20.0,3
4,h,1593000,S,Southern Metropolitan,1,1,0,16.7,3
5,h,3100000,PI,Southern Metropolitan,1,1,0,9.0,2
3,h,1270000,VB,Southern Metropolitan,1,0,170,13.9,4
3,h,1310000,S,Southern Metropolitan,2,2,426,18.4,3
5,h,930000,S,Eastern Metropolitan,2,1,95,19.7,4
3,h,700000,S,Eastern Metropolitan,1,1,179,16.2,3
4,t,860000,S,Eastern Metropolitan,1,1,181,20.3,3
4,h,640000,VB,Eastern Metropolitan,1,1,0,20.3,4
2,h,1470000,S,Southern Metropolitan,1,1,402,20.8,3
3,t,850000,PI,Southern Metropolitan,1,1,0,24.8,2
6,h,1660000,PI,Southern Metropolitan,1,1,100,21.1,3
2,u,375000,PI,Southern Metropolitan,1,1,0,21.9,2
4,h,1600000,PI,Southern Metropolitan,2,2,323,23.4,2
4,t,1200000,PI,Southern Metropolitan,1,2,410,18.2,3
4,h,1500000,S,Southern Metropolitan,1,1,278,10.4,4
3,h,1450000,SP,Southern Metropolitan,1,1,133,22.7,3
3,h,1185000,PI,Southern Metropolitan,1,1,215,20.1,2
4,h,1580000,S,Southern Metropolitan,2,1,186,13.6,3
3,t,935000,S,Southern Metropolitan,1,1,315,18.6,4
4,h,1620000,S,Southern Metropolitan,2,1,72,22.0,3
3,h,1315000,S,Southern Metropolitan,2,1,122,21.7,4
5,h,1590000,S,Southern Metropolitan,1,0,1674,23.3,3
2,u,767000,SP,Southern Metropolitan,1,0,262,20.5,2
4,h,1695000,S,Eastern Metropolitan,1,1,147,15.4,4
3,h,1581000,S,Eastern Metropolitan,1,1,385,23.5,3
4,t,990000,SP,Eastern Metropolitan,2,2,327,20.3,3
4,h,1200000,VB,Eastern Metropolitan,1,0,0,19.9,3
3,h,836000,S,South-Eastern Metropolitan,1,1,438,16.6,3
4,h,780000,SP,Eastern Metropolitan,1,1,149,22.5,3
4,h,783000,SP,Eastern Metropolitan,1,1,0,19.5,3
5,h,2020000,PI,Eastern Metropolitan,1,1,114,11.3,3
3,h,706500,SP,Eastern Metropolitan,1,0,257,19.1,3
2,u,637000,S,Eastern Metropolitan,1,1,199,20.8,3
3,u,1336000,S,Southern Metropolitan,1,1,416,13.7,3
2,u,1400000,PI,Southern Metropolitan,2,1,200,19.0,4
3,h,1175000,PI,Southern Metropolitan,2,1,0,18.3,4
2,u,930000,PI,Southern Metropolitan,1,1,314,14.2,5
3,h,1935000,S,Southern Metropolitan,2,1,240,14.4,4
3,h,1950000,SA,Southern Metropolitan,2,1,0,20.6,2
4,h,2250000,S,Southern Metropolitan,1,0,152,16.2,4
3,u,897000,S,Southern Metropolitan,2,3,271,18.7,4
5,h,2000000,PI,Southern Metropolitan,1,1,370,19.8,4
1,h,370000,SP,Western Metropolitan,1,2,352,20.2,3
3,t,890000,S,Northern Metropolitan,1,1,319,16.7,5
3,h,1590000,SP,Northern Metropolitan,1,2,200,19.7,2
3,h,1435000,SP,Northern Metropolitan,1,1,216,18.5,3
2,h,1315000,S,Northern Metropolitan,1,2,222,8.5,4
2,h,730000,S,Northern Metropolitan,1,1,0,14.1,4
2,h,700000,PI,Northern Metropolitan,1,1,466,24.7,2
1,u,300000,S,Northern Metropolitan,1,1,161,23.1,3
3,h,1900000,PI,Northern Metropolitan,1,1,239,19.8,3
2,h,920000,S,Northern Metropolitan,2,3,470,23.3,3
2,t,765000,SP,Northern Metropolitan,1,0,311,13.3,4
4,h,1400000,PI,Northern Metropolitan,1,1,135,20.5,2
2,h,740000,PI,Northern Metropolitan,1,1,1140,15.3,3
2,t,1010000,S,Northern Metropolitan,1,2,495,21.1,6
2,t,675000,SP,Northern Metropolitan,2,1,351,6.6,2
3,h,1200000,SP,Northern Metropolitan,1,1,0,20.2,3
4,h,1325000,S,Northern Metropolitan,1,1,82,14.3,4
3,h,1160000,S,Eastern Metropolitan,2,1,0,24.3,4
